ID,sentences,label
8936,Music at the reception was provided by the Royal Artillery Band.,thing
8937,He rode under the Soviet Union flag until the Dissolution of the Soviet Union.,idea
8938,She is based in Los Angeles.,place
8939,"He started two games for the ""Brewers"".",person
8940,It was an outpost of Fort Ellice and was mainly a source of pemmican.,place
8941,The position of Ebrodunum is easily determined by the itineraries and the name.,place
8942,Some bacteria may also be partially acid-fast.,idea
8943,Gardiner was married twice.,person
8944,"Alongside the Thing, Quasar, Giant-Man, and the Aquarian, she fought the Nth Man.",person
8945,These vulnerabilities leave applications open to exploitation.,idea
8946,"There is a street in Belgrano, Buenos Aires, Argentina, named after him.",place
8947,"Beaches on Siesta Key include Siesta Beach, Crescent Beach, and Turtle Beach.",place
8948,The carnage shocked him.,idea
8949,It's fascinating to watch the continued evolution and maturity of feature animation.,idea
8950,Centrins participate in calcium signaling and are required for centriole duplication.,idea
8951,"Contrast title registration which settles all title issues, both known and unknown.",idea
8952,The two species are now known to be neither allopatric nor closely related.,idea
8953,He also let them live on his property in Culpeper County.,place
8954,More recent anthropological research aims to avoid genetic determinism.,idea
8955,It found evidence of waterlogging of the runway at the time of landing.,thing
8956,"In other foods, heat treatment generates vanillin from other chemicals.",thing
8957,"His favorite film, ""Yankee Doodle Dandy"".",thing
8958,This character is usually involved in comedy shows at Largo.,person
8959,Sometimes their title is translated as duke.,idea
8960,"The series is now being reprinted by Egmont, with illustrations from Lucy Truman.",thing
8961,The foreword was authored by Doctor Jane Goodall.,person
8962,"""Stetsonia coryne"" grows to a height of tall.",thing
8963,Currency figures are given in millions.,idea
8964,Revolution believed they needed to utilise the best of other creative industries.,idea
8965,"He was described by ""Q"" as ""Scunthorpe's finest export... ever"".",person
8966,There is also a Girl Scout camp.,place
8967,"The name came from the word ""Liboo"", a kind of mussel clam.",thing
8968,"Around the same age, women experience darkening of some areas of their skin.",idea
8969,MacGregor focuses on engineering solutions and services for handling marine cargos and offshore loads.,idea
8970,"One of their albums was called ""Not Quite Folk"".",thing
8971,"As Wheeler-Bennet later noted, ""...in a moment he had joined his Chief"".",person
8972,The main stream of horse evolution occurred on the North American continent.,idea
8973,Wrigley Junior Company.,thing
8974,"Holden was an elegant actress, notable for her arresting pale blue eyes.",person
8975,Often the first ring is a field.,idea
8976,"MacGregor split his time between his homes in New York, Bermuda and Loch Fyne.",place
8977,"In particular, the choice of a certain structuring element.",idea
8978,"This tomb was plastered, but never decorated.",thing
8979,"This means that the shareholders, as owners of the profits, have already been taxed.",idea
8980,"During the later Middle Ages, the abbey suffered much misfortune.",place
8981,They did find potential in multi-screen cockpit simulators though.,idea
8982,"In it, he meets a group of women to whom he recites a poem.",person
8983,Siberia supports a similar sequence but is predominantly taiga.,place
8984,He was the head of the General Federation of Civil Society Groups.,person
8985,"Like other lymphatic tissues, the function of lingual tonsils is to prevent infections.",idea
8986,"New models were also introduced, such as the Forte, Spree, Elation and Dimension.",thing
8987,In the show's storyline Helen helped run the Robinson household.,person
8988,"Many enlisted men deserted, taking their weapons with them.",idea
8989,The headquarters of Taliparamba Taluk are located in Taliparamba.,place
8990,Schubert wrote many of his subsequent songs with Vogl in mind.,person
8991,The entire operation was characterized by a lack of resources and experience.,idea
8992,"For the Confederates, the Union garrison was a source of fresh supplies.",thing
8993,George W. Johnson was elected as the state's Confederate governor.,person
8994,He rose to the rank of Lieutenant-General.,person
8995,He is also fond of jazz music.,idea
8996,It is a member-led organisation and all students are automatically members.,idea
8997,"Galab graduated from high school, married and worked as a car salesman.",person
8998,"One of them, Xan McCurdy, became his full-time replacement.",person
8999,"Nicholson was born near Franklin, Tennessee in Williamson County.",place
9000,"She is married to Governor of Chiapas, Manuel Velasco Coello.",person
9001,Benson is served by the Conemaugh Township Area School District.,place
9002,Refuse is an example of a bad.,idea
9003,The prospectus of Poole's work mustered of eight bishops and five continental scholars.,idea
9004,Javaid Iqbal was born in Pakistan and educated at the University of Birmingham.,person
9005,This makes it one of the oldest associations of social workers in the world.,idea
9006,These offices were not particularly popular with the councillors or staff of the council.,place
9007,The pandemic propelled an already existing surge for secondhand fashion.,idea
9008,"He turned to Parrish and said, Could you make that a changeup instead?",thing
9009,The orphanage is open to the public.,place
9010,"They are told that humanity is, ...Utterly free.",idea
9011,"After treatment by Milan Brych, he died eight months later.",person
9012,She became the first Dominican woman medalist in the event.,person
9013,Sometimes they complemented each other.,idea
9014,They played mostly in youth clubs at the time.,place
9015,This phenomenon appears in various areas.,idea
9016,The soundtrack for the movie was scored by Barry White.,person
9017,"She has, in the meantime, married.",idea
9018,"He soon secured funding from the Rothschild family, who would finance his business expansion.",person
9019,The Inuit self-governing region of Nunatsiavut is also located in Labrador.,place
9020,"Wrongheaded, shortsighted, and politically expedient.",idea
9021,I have a Nordic walk booked for this morning.,thing
9022,Captain Storry died during the return voyage to England and was buried at sea.,person
9023,"In wrestling, he was the Missouri State Champion as a senior.",person
9024,"Another spin-off series, ""Rugrats Pre-School Daze"", was considered, but only four episodes were produced.",idea
9025,"Once the gate is opened, the box begins reassembling itself.",thing
9026,"During her time in Hawaii, Tana comes to befriend several more people.",place
9027,These templates are then modified as needed by the individual unit.,thing
9028,Her final team change was to Cobra Motorsports for the last five rounds.,thing
9029,Ships and boats bring supplies and its grain trade is very popular.,thing
9030,"The landscape is marked by rolling, wooded hills, deep stream valleys, and fertile soils.",place
9031,"Asthall village has a public house, The Maytime Inn, which is now a gastropub.",place
9032,"This was the earliest form of a bicycle, without pedals.",thing
9033,His parents possessed considerable landed property in Midlothian.,place
9034,Most scouts came from the Nez Perce tribe.,person
9035,The former state-owned enterprise had its head office on the airport property.,place
9036,"Traditional spirituality and practices remained strong, however.",idea
9037,"Guests include Arturo Sandoval, Eric Marienthal, Eddie Daniels, and Brandon Fields.",person
9038,Murdoch is engaged in assisting not-for-profit arts and charitable bodies.,person
9039,This meant that motorbike development was limited to mechanical changes.,idea
9040,In two more years revenues doubled.,idea
9041,An investiture is also often part of a coronation rite or enthronement.,idea
9042,These meetings covered many topics and legislated many new regulations.,idea
9043,Talk has focused on the need for a census before holding elections.,idea
9044,"He has also written articles for several publications, including ""Anything That Moves"" and ""Unzipped"".",idea
9045,He also appeared in the films What the Bleep Do We Know!?,thing
9046,Mitchell-Hedges is said to have inspired the well known character Indiana Jones.,person
9047,The unincorporated communities of Lone Rock and Orange Mill are located in the town.,place
9048,The British regimental system fostered numerous distinctions amongst different units.,idea
9049,It is named after American physicist Irving Langmuir.,person
9050,"In Dickey, B.",person
9051,"She has been on the covers of ""Ebony"", ""Jet"", and ""Essence"" magazines numerous times.",person
9052,"These are mainly research and experimental departments for Biology, Astrophysics and Sports.",idea
9053,"G-Unit features on ""Ride Wit U"".",person
9054,"As Historian Susan Priestley notes, Coach lines did not attempt to compete with... railways.",person
9055,"Never, unless you want me to smoke.",idea
9056,"Eventually, they are collected into one-ball-wide bins at the bottom.",thing
9057,"Gresley's engines were considered elegant, both aesthetically and mechanically.",thing
9058,The lectern stands on a simple marble column.,thing
9059,The central planning board also distributes social dividends to the population.,idea
9060,"Although each component function is continuous, ""f"" is not continuous.",idea
9061,Vegetables are also used for light curries.,thing
9062,"Julia enters the Club with Paramore dancing attendance, and manages to trap Charteris alone.",person
9063,Sutherland declined an offer of an appointment on the staff of the paper.,person
9064,The League of Women Voters excluded him from the gubernatorial debate.,idea
9065,Providence Health and Services was established by the Sisters.,thing
9066,Both Carmichael and Hunter admit that their spontaneous approach often verges on the chaotic.,idea
9067,Pettit played collegiate golf at Clemson University.,person
9068,The song was written by Alessandro Mahmoud and Stefano Ceri.,person
9069,She was one of three children with brother Roland and sister Mary.,person
9070,This war eventually spread across Zaire.,place
9071,Metromover connects directly with Metrorail at Government Center and Brickell stations.,place
9072,"A spark ignited a nearby can of gasoline, which exploded in front of him.",thing
9073,Older aircraft use a dripstick.,thing
9074,The prince will be getting married soon.,person
9075,Assume that the company is assembled for our seance.,idea
9076,The car engine stalled and ground to a halt.,thing
9077,The fire of the sun is dying.,idea
9078,One focus of Ernest's reign was to restore the principality's massive debts.,idea
9079,The fruit has fragrance.,thing
9080,"The term ""nominal number"" is quite recent and of limited use.",idea
9081,A porcelain version of the Britney Doll was also released.,thing
9082,"At that time, she was widely regarded as a political dissident.",person
9083,The album art is by painter Tom Phillips.,person
9084,His tactical military experience made him able to lead the prisoners.,idea
9085,Churchill students have participated in local science fairs.,place
9086,Sea chests were placed on top of the decking to use when rowing.,thing
9087,Tetovo suffers from urban sprawl.,place
9088,Stone then went to ringside himself to consult with the wrestlers.,person
9089,Harris appointed special assistant attorney general Jill Habig to head the agency.,person
9090,Special aviation cannula systems are manufactured for this purpose.,thing
9091,The main factor was the successful French siege of Brimstone Hill fortress.,place
9092,A bus service operates between Hurstville and Kogarah via Carss Park.,place
9093,It is associated with the Flowery Range.,place
9094,He wrote his dissertation on madness in Shakespeare and Erasmus.,idea
9095,"The house and gardens are open to the public, as is the Barn Gallery.",place
9096,"Holm was born in Forshaga, the son of father Johnny and mother Elisabeth.",person
9097,The cities that have implemented its bicycle rental systems are listed below.,place
9098,He found that the device could also be used as an electric motor.,thing
9099,"Various aggressive treatment was tried; it was described as having ""its successes, however fleeting"".",idea
9100,Silver iodide is also used as an antiseptic and in cloud seeding.,thing
9101,He also reveals that Koval was working for Starfleet.,person
9102,It is one of the most important rivalries in Tunisian football.,idea
9103,The detectorists were illegally detecting on land owned by Lord Cawley.,person
9104,She was the only woman to get the award.,person
9105,It is sometimes hard to tell whether Srikant is being serious or sardonic.,person
9106,They continue to sell products like stationery with scenic shots and illustrations.,thing
9107,"Instead, almost all attacks by both sides were mounted by carrier or land-based aircraft.",thing
9108,"Ellicott City houses numerous county offices, departments, and courthouses.",place
9109,An office was set up and lots were sold at twenty-five dollars each.,thing
9110,Later he joined in Telugu Desam Party and presided Kapu Corporation.,person
9111,It is not part of block.,thing
9112,There is every thing for use as well as beauty.,idea
9113,The siding was to the north.,place
9114,Numbers in Hebrew from zero to one million.,idea
9115,"More recent research, however, has called this explanation into question.",idea
9116,"Ravines are typically classified as larger in scale than gullies, although smaller than valleys.",thing
9117,A well-preserved crater forms its summit area.,thing
9118,"The next year, Paepcke created what is now the Aspen Institute.",place
9119,This line-up also included power hitters Jim Thome and Manny Ramirez.,person
9120,"These animals should be housed in pairs and need a medium-sized, well planted terrarium.",thing
9121,"Her sister, Nancy Ticotin, is also an actress.",person
9122,"Its appeal cut across genres, in what was becoming a fragmented music scene.",idea
9123,"Sexsmith was born in Napanee, Ontario.",place
9124,"As with SpaceShipOne's previous spaceflights, a large crowd watched from Mojave Spaceport.",place
9125,The stories also introduced Asimov's famous Three Laws of Robotics.,idea
9126,"A different model was available for covering one, two, or three bands.",thing
9127,"Drammen Township was named after Drammen, in Norway.",place
9128,They added that this is what makes them like him.,idea
9129,It actively organizes technical events and web seminars by eminent people throughout the year.,idea
9130,Murat's book was successful and was even translated into English.,thing
9131,"He is interred at Lincoln Memorial Gardens, in Spartanburg.",place
9132,The cock is at the Fest of his career.,idea
9133,"The evidence against Strafford was weak, and the impeachment failed.",idea
9134,The top card of each pile is available for play.,thing
9135,It is also a given name in Ladino.,idea
9136,"The author of the ""Vita Sancti Wilfrithi"" identifies himself as ""Stephen, a priest"".",person
9137,"The town's name is Maori for ""meeting place"".",place
9138,Such treatment as I received in Paris is a scandal.,idea
9139,It stars Johnny Vegas as small-time cannabis dealer Moz.,person
9140,He also used his teacher training to work on performances with schoolchildren.,idea
9141,The prognosis for individuals with apraxia varies.,idea
9142,Among the most prolific established studio musicians are The Wrecking Crew.,person
9143,Mechanical music engraving began in the middle of the fifteenth century.,idea
9144,The overall bridge then has a 'U'-shape in cross-section.,thing
9145,The unit consisted of a flat-six sleeve-valve air-cooled petrol engine driving the generator.,thing
9146,Republican primary conventions were held instead of primaries at differing dates for each district.,idea
9147,"He first wrote ""Hansyakadamba"" in Sanskrit and later translated it to Nepali.",idea
9148,The main mineral resources are iron and coal.,thing
9149,He was miffed.,idea
9150,The investigations were initiated by pressure from Charles Henry Parkhurst.,person
9151,"However, there is some evidence to suggest that Floyd was not actually involved.",idea
9152,The following implementation is based on this principle.,idea
9153,Kosovo is independent.,place
9154,He was placed on the active roster for the start of the regular season.,person
9155,This became the standard for a time across all open systems vendors.,idea
9156,"Michael Knibb interprets his name to be ""cloud of god"".",person
9157,These can be recognized by a reduced amount of dielectric in the mating ends.,thing
9158,Teams were seeded by conference winning percentage.,idea
9159,She was the first woman to become Lord Provost of the city.,person
9160,She then became Chief of Staff of the Ministry for Social Equity.,person
9161,"In Breslau he joined the masonic lodge ""Friedrich zum goldenen Zepter"".",place
9162,The village lies south west of the town of Holt.,place
9163,The early wares were soft-paste porcelain with bodies that contained soapstone.,thing
9164,Compulsory education was not unheard of in ancient times.,idea
9165,He also played in the Pro Bowl that year.,person
9166,This male has been deposited as holotype in the National Museum of Natural History.,thing
9167,The album was produced by Donna Dresch and Hazel.,person
9168,Roraback went on to be narrowly defeated by Democrat Elizabeth Esty.,person
9169,Blomberg was married and had three children.,person
9170,"In the sixties, ""Mademoiselle"" magazine was geared ""to the smart young woman"".",thing
9171,Greater Ashburn covers nearly five square miles.,place
9172,Charles Albert supported the Milanese revolt and declared war on Austria.,person
9173,The root symbol is the symbol of the stock on the stock exchange.,thing
9174,"While he was there he starred in football, soccer, basketball, and track and field.",person
9175,Country singer Mark Wills covered the title song for his album Permanently.,person
9176,"While Sunna was sent into exile, it is unknown what happened to Witteric.",person
9177,"He's a very undignified flag-carrier, in my opinion, for a very important issue.",idea
9178,"In Malaysia, glutinous rice is known as pulut.",thing
9179,"The city was probably named for Thomas Jefferson Barlow, an early settler.",place
9180,He attended the Kearney Military Academy and Nebraska Wesleyan University.,place
9181,Glen Raven average house income is very low.,place
9182,The headquarters of the Joint Fisheries Research Organisation is located here.,place
9183,He's the King of the Sea!,person
9184,She received chemotherapy in custody.,idea
9185,"For non-elite runners, entry is by lottery.",idea
9186,She was wearing a new net blouse that she thought became her.,thing
9187,The competition for Flash Gordon's attention is one of the highlights of the film.,idea
9188,"As a philosopher, Dorff asks about the difference between belief and knowledge.",idea
9189,"For twenty-three years, Zorinsky worked in the wholesale tobacco and candy business.",person
9190,"There are fifty-three fish species in the basin, none of them endemic.",thing
9191,"It is also a popular recreation destination for watercraft, fishing, hiking, and climbing.",place
9192,Very little was changed between the two versions of the attraction.,thing
9193,It reaches to above sea level and to above ground level.,thing
9194,"Usually, the drivers log into the system.",person
9195,"Olsen grew up in Middletown, Pennsylvania.",place
9196,"As the Tenaru battle was ending, more Japanese reinforcements were already on their way.",place
9197,"He coined the slogan ""Bye-bye Bangalore, hello Hyderabad"" to further this aim.",idea
9198,"Traditionally, land preparation was done by hand.",thing
9199,"At this point, Anvil Creek enters from the right.",place
9200,It is now recognized as a state historic site.,place
9201,And there is general agreement that outcomes matter.,idea
9202,"Juutilainen was born in Lieksa, and died in Tuusula.",person
9203,I want to follow in Yksel's footsteps.,idea
9204,"After the disappointing loss, she travelled to Hobart to play the Moorilla International.",place
9205,This is a bowl-shaped crater formation that is slightly elongated to the northwest.,thing
9206,There are also tender beans recipes.,thing
9207,"Other industries include high-tech, real estate, and consumer goods.",thing
9208,It was the authority of Wenzhou during the cultural revolution.,idea
9209,The attacker ends up dead and Shane is the main suspect.,person
9210,It was a very emotionally moving series and was thus highly successful in ratings.,idea
9211,"His son, Connor Ripley, is a goalkeeper and plays for Middlesbrough.",person
9212,"There is also an alternative high school, Mesquite High School.",place
9213,The film was released by United Artists in both silent and talkie versions.,thing
9214,"I have always enjoyed making people laugh or smile or think, he says.",idea
9215,He finished nineteenth in points.,idea
9216,It is also both technically and physically very demanding.,idea
9217,There is also a planetarium for teaching and public star shows.,place
9218,There are not enough people who can financially turn from conventional farming to conservation.,idea
9219,"The recovery, however, proved short-lived.",idea
9220,In export markets this model was again sold as the E-series.,thing
9221,Ben Jones later returned to training and won the Derby two more times.,person
9222,All routes are handicap accessible and have provision to carry bicycles.,thing
9223,Venice generally encompasses the area north of Battle Point Park.,place
9224,"They represent the Army, the Navy, the Air Force, and Women's Services.",idea
9225,"As a visual artist Geldman is engaged in plastic arts, ceramics and photography.",person
9226,The trigger system allows implementation of automatically run commands.,thing
9227,"""Beetle in the Anthill"" is the title of a theory explaining the Stepchildren phenomenon.",idea
9228,Her escape alerts some of the passengers to the deception.,idea
9229,Sometimes I wonder how there can be so many stars in the sky.,idea
9230,"Bugthorpe has a village post office, a brewery and a small school.",place
9231,"Said beats Robson unconscious, further escalating the war between the Aryans and the Muslims.",idea
9232,The primary advantage for the investment manager is the tax savings on investment returns.,idea
9233,"Debate has focused on the dating of the ""Four Branches of the Mabinogi"".",idea
9234,Boost lag is reduced as turbo impeller inertia is compensated for.,thing
9235,"Novotny, now humble, asked him if he could teach him as well.",person
9236,"Insall's headstone is in Nocton Churchyard, Lincolnshire.",place
9237,They bring her in to the police station.,place
9238,He couldn't win the match but did score a glorious try.,thing
9239,The community is named after nearby Bowstring Lake.,place
9240,"One of the babies appeared to be wearing a bronze torque, or collar.",thing
9241,The ice cream comes out of the French Pot ready to eat.,thing
9242,"The first person on Hart's list was Muhammad, chosen over Jesus or Moses.",person
9243,The thing was pitiable!,idea
9244,Lavochkin was born to a Jewish family of teachers in Smolensk.,person
9245,Motion pictures shown in Indonesia must undergo reviewing by the Indonesian Film Censorship Board.,idea
9246,Some examples of the many types of leglocks are found below.,thing
9247,It is named after one of Mola's famous inhabitants listed above.,idea
9248,"Measuring cups may be made of plastic, glass, or metal.",thing
9249,"As a result, the normal gestation period is extended for a species-specific time.",idea
9250,They are also not explosion proof without additional modifications.,thing
9251,Jean-Pierre Jarier brought a smile to French faces by setting Friday's quickest time.,person
9252,First was convenience stores.,place
9253,"Engine in front, with tractor two-blade wooden propeller of a fixed pitch.",thing
9254,It lies near the western edge of the Charlotte combined statistical area.,place
9255,Many online games employ gamemasters that reprimand offenders.,thing
9256,"He lived at Manor Saint George in Mastic Beach, Suffolk County, New York.",place
9257,"When an organism successfully adapts, it has higher survival and reproduction rates.",idea
9258,He is the son of former Yale University President Richard Levin.,person
9259,"Prior to the invention of the theodolite, the goniometer was used in surveying.",thing
9260,"The opera is based on George Orwell's novel, Nineteen Eighty-Four.",idea
9261,"Fulk and his men foiled the ambush, killing Conan's son, Alain, in the process.",person
9262,She was discovered by the well-known Hollywood agent Henry Willson.,person
9263,"Others, such as Raymond Chandler and Dashiell Hammett, had a more hard-boiled, American style.",person
9264,There are three groupings of Turk's head knots.,idea
9265,It was then stationed with the army in Finland.,place
9266,An oval reliquary hole is preserved in the lower part of the frame.,thing
9267,The shallow aquifer is important in determining water depths in the ‘window’ wetlands.,idea
9268,He was accepted as an officer cadet in the cavalry.,person
9269,The couple went on to have two children.,person
9270,The base is square.,thing
9271,He was born on the island of Saint Thomas.,place
9272,Gorman joined the Americans' organization.,person
9273,Larger birds of prey occasionally take advantage of this population as well.,idea
9274,Even computers have their own language.,thing
9275,You know what that means.,idea
9276,"For a moment all could see it — livid, swollen, unhuman.",thing
9277,"""That is true,"" said the doctor.",person
9278,"She mustn't, must she, mother?",person
9279,There is also a short loop trail leading around the base of the rock.,place
9280,"""This article has been translated from """,idea
9281,When she spoke the softness was gone from her voice.,idea
9282,The rush to urbanization in mine-adjacent regions meant a variety of new artistic styles.,idea
9283,She was the elder step-sister of the Bollywood actress Meena Kumari.,person
9284,Somewhat more inland the warmer valleys have historically produced abundant apples and other fruit.,place
9285,"The isometric, flip-screen trend continued in Britain for several years.",idea
9286,"Declaring that ""diplomacy had failed,"" he announced the intention to drop the proposed resolution.",idea
9287,"The city commission consists of five commissioners, each elected for a two-year term.",idea
9288,Its climate is humid and mild.,place
9289,"The epitaph on her gravestone, chosen by her, reads: ""I had a wonderful life"".",thing
9290,He wrote poetry from college through retirement.,idea
9291,"He then organized the Curwensville Bank, and was elected its president.",person
9292,"Unfortunately, communication and scheduling issues forced Cruz to leave the group.",person
9293,"For example, one chapter is entirely dedicated to the issue of jihad.",idea
9294,Programming originated from the transmitter building during this time in Big Lake.,place
9295,"""Grand Theft Auto: Vice City"" was released to critical acclaim.",thing
9296,"The lower floor is a two-room cellar, and partially underground.",place
9297,The opposite state of mind is known as euphoria.,idea
9298,He contributed largely to the collections of the National Gallery of Scotland.,place
9299,The assassination was planned by Yehoshafat Harkabi.,person
9300,"There are also small, two-seater buggies for hire in Vaitape.",thing
9301,Circuit design follows the same lines for all electronic circuits.,idea
9302,I have no clue how to parse that sentence.,idea
9303,That really takes the biscuit,idea
9304,‘What can all that green stuff be?’ said Alice.,thing
9305,Such protective trusts have a longstanding history.,idea
9306,The two highways run concurrently on Cedar Avenue for approximately ten blocks through downtown.,place
9307,"The town occupied an area of six hectares, which is large for Kura-Araxes sites.",place
9308,The cask is sealed and sent off to the pub.,thing
9309,His father used to play Dholak at Radio Pakistan Hyderabad.,place
9310,He left Charlotte to take over as president of the Nuggets.,person
9311,They were then drawn away to Wigan Athletic in the second round.,place
9312,Such calls are classified as failed call attempts.,idea
9313,The village is dominated by the Parish Church.,place
9314,High profile probes are rare.,idea
9315,"After a five-year hiatus, Hathaway returned with her fourth album ""Outrun the Sky"".",thing
9316,The resulting meiospores develop into a gametophyte.,thing
9317,This provided transport to markets for timber.,thing
9318,"After pro ball, Beaty worked in financial planning.",person
9319,"Four years later, he began competing in the Goody's Dash Series with Cam Strader.",person
9320,"The boss suddenly ""feels a wretchedness that frightens him and finds himself bereft"".",idea
9321,Wells claimed that he threw the perfect game while being hung over.,person
9322,Aldbury is a popular location for films and television.,place
9323,He is an advocate of market-based public service reforms.,idea
9324,The flat-topped rear fenders were taken from the Jeep truck line.,thing
9325,A site in Changi was allocated for the building of the university's permanent campus.,place
9326,There are three basic types of prince's wands.,thing
9327,"It is to be titled ""Therapy"".",idea
9328,"Its name derives from the Old French for ""droplet"".",idea
9329,"When her mother developed Bright's Disease, Hadley nursed her until her death.",person
9330,The embalming was not very effective; the body begun to slowly deteriorate.,thing
9331,Phylogenetic distribution includes expression in birds and fish.,idea
9332,"Summer's daughter Brooklyn is an actress, singer and dancer.",person
9333,"Most adobe walls, therefore, were either whitewashed or stuccoed inside and out.",thing
9334,Qazghan was the leader of the group of Turkish nobles opposed to Mongol rule.,person
9335,"Their radio was waterlogged, but they did have four homing pigeons.",thing
9336,"He was born in Budapest, Hungary into a family of Austro-Hungarian nobility.",place
9337,A tip may be expected in some neighborhoods.,idea
9338,"""Viburnum acerifolium"" is a larval host to the ""Celastrina ladon"" butterfly.",thing
9339,"During the same period he served as superintendent of the Lawrenceburg, Indiana public schools.",person
9340,The highway leaves town and passes Fort Chaffee on its way to Logan County.,place
9341,"These were in the main socialist, or more recently communist.",idea
9342,Doob's thesis was on boundary values of analytic functions.,idea
9343,Hefner's model is fairly complex that has shown very good results.,idea
9344,"He lives in Rawtenstall, Lancashire, and attended Haslingden High School.",place
9345,The number of households was considerably reduced during the Thirty Years' War.,idea
9346,"For major events, the channel also covers national or international topics.",idea
9347,Kelevan can be obtained from the condensation of chlordecone and ethyl-levulinate.,thing
9348,Lightning and thunder always go hand in hand.,idea
9349,The Fields house remains; the Bacon home was moved.,place
9350,This series has been extremely close.,idea
9351,Some early buildings that still stand had been erected in Bytown.,place
9352,He graduated Duke University with a degree in English.,idea
9353,"The high school serves students from Wharton, Rockaway Borough and parts of Rockaway Township.",place
9354,The General Stanton Inn in Charlestown is named after him.,place
9355,Alcohol may contribute to obesity.,idea
9356,"Most fruits and vegetables are zero points, similar to the old PointsPlus plan.",idea
9357,The river's limestone gorges are due to its recent formation.,thing
9358,It has five mountain ranges and nineteen peaks.,place
9359,"Dempsey became a household name, and he dated and married Hollywood actresses.",person
9360,Yates also received an invite to spring training.,person
9361,I make it the object of my life.,idea
9362,"""No one can pass,"" said he.",idea
9363,Then all the things must have fallen out!,thing
9364,Richard and I looked at one another again.,person
9365,"Articles in ""Saga"" are written in Icelandic but accompanied by an English abstract.",thing
9366,The center undertakes research into operational readiness and infectious diseases.,idea
9367,The watermill’s grain grinding capacity is smaller than it once was.,thing
9368,It was the last of its kind in feudal Georgia.,thing
9369,Other seasonings such as allspice and bay leaf may be used too.,thing
9370,The flowers have two deeply divided granular pollinia and two stigma.,thing
9371,Both Jersey and Guernsey issue their own banknotes.,place
9372,"He was educated at Windsor Forest, Blankenburg and Modern High School.",place
9373,He supported to Indian National Congress to form government in Assam.,idea
9374,Many in Southern Utah agree with his sentiments.,idea
9375,Both are very humanoid.,thing
9376,Sky and Erin talk casually about what they will miss when they are dead.,idea
9377,Senator Eugene McCarthy and Pulitzer Prize-winning editorial cartoonist Jeff MacNelly.,person
9378,The town is one of two termini for Cork Commuter Services.,place
9379,From this time forward Reid's success was continuous and marked.,person
9380,Some printing of Awake!,thing
9381,Among his notable pupils are composers Jerry Toth and Rick Wilkins.,person
9382,Evacuation Day activities in the areas that observe the holiday are limited.,idea
9383,"Without proper arrangement of water supply and transport facility, this declaration resulted nothing.",idea
9384,"Lighting, and displacements on the surface, are also programmable using the shading language.",idea
9385,Results of this research were published in the Journal of Product Innovation Management.,thing
9386,He competed in several other leagues as well.,idea
9387,He was suffering from an illness due to old age.,idea
9388,The father looks for three days and three nights for his dead son.,person
9389,He has also worked as a vocational rehabilitation counselor and as a business consultant.,person
9390,The two Shadowlands levels in this mode are not pitch black.,thing
9391,"The coat of arms show a Lion, the symbol of the Welfen family.",idea
9392,All variables in the language are first class objects.,idea
9393,The town changed very little over the years.,place
9394,He still thought that the first half of Matthew represents the Western text-type.,idea
9395,The area with that has the greatest affect of coextinction is the tropics.,place
9396,The Linden Public Schools serve students in pre-kindergarten through twelfth grade.,place
9397,He attended Granoff School of Music in Philadelphia.,place
9398,Artistic license was taken with the subject material for the sake of the script.,idea
9399,He suggests authority without affectation.,idea
9400,Each campaign takes place at a different location.,place
9401,He died in Puebla.,place
9402,"Rambling Willie was born on a farm in Monroeville, Indiana.",person
9403,Roots range from woody taproots to more fleshy underground tuberous-thickened roots.,thing
9404,This appears to be around the maximum number that the island can support.,idea
9405,"Other established industries include sheep and cattle raising, grain growing and timber harvesting.",thing
9406,The hamlet of Dunseverick itself lies in the adjacent townland of Currysheskin.,place
9407,The force only then discovered the ineffectiveness of the pre-landing bombardment.,idea
9408,"He has had the nickname ""Ironbar"" ever since.",person
9409,"Thus, in the context of the times, it is abhorrent to Victorian religious morality.",idea
9410,These three freedom fighters died due to force-feeding.,idea
9411,These are used in different types of process industries.,thing
9412,"Mutare South is in the East of Zimbabwe, in Manicaland.",place
9413,The final league standings are unknown.,idea
9414,He hit his tee shot into the rough.,thing
9415,He continued to occupy that office up to the date of his death.,place
9416,Cherry succeeded Frederick Oakes Sylvester as Principia art director.,person
9417,Two conflicting principles drive this diffusion dynamic.,idea
9418,The airport was decommissioned and turned into the Bois-Franc neighbourhood.,place
9419,It was also the first ever world championship race to be held in Brazil.,place
9420,The bay is navigable by large ships.,place
9421,Vince's flatmate Errol Spears was played by Benedict Wong.,person
9422,But she had forgiven the pot man.,person
9423,These parts conduct photosynthetic reactions with retinal pigment rather than chlorophyll.,idea
9424,"It is believed that the letter was delivered by a third person, Demetrius.",person
9425,"No, but I saw a gift shop.",place
9426,Achenes are dark reddish brown to almost black.,thing
9427,Lyrics were written by Atif and produced by Strings.,person
9428,Council Bluffs disbanded.,place
9429,She eventually ran the loan department.,person
9430,The Massey farm was named Dentonia after Mrs. Massey's family whose surname was Denton.,place
9431,"And is that, is that the only experience you've had?",idea
9432,"Even so, he wasn't sure how glaciers first formed, moved, or how they disappeared.",idea
9433,The city was pillaged and Bagrat the Fifth and his family were imprisoned.,person
9434,The village is located on the right bank of the Bolshaya.,place
9435,It is published by the Moscow Digital Media private limited company.,thing
